Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,Prediction,prob_Abrasives,prob_Automation Electrical,prob_Automation Mechanical,prob_Automation Welding,"prob_Chemicals, Oils & Lubricants",prob_Cutting Tools,prob_Gasses,prob_General,prob_Office Supplies,prob_Safety,prob_Tools
8655786,HCS7004-C-T-P4S-UL SPINDLE BEARINGS -,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,hcs7004 c t p4s ul spindle bearings,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.00871329,0.006468131,0.8700445,0.011609408,0.009734956,0.014320865,0.012674589,0.010046904,0.0060798237,0.0076490715,0.042658415
8656415,HCS71908-C-T-P4S-DUL SPIND. BRG,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,hcs71908 c t p4s dul spind brg,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.008714547,0.007876914,0.87017006,0.010964845,0.009736361,0.013806772,0.012676418,0.009658657,0.006080701,0.007650175,0.04266457
111335,B4500 BALL TRANSFER,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,COMMERCIAL UNGROUND BRGS,Motion,b4500 ball transfer,bearings,ball bearings,other ball bearings,commercial unground brgs,Automation Mechanical,0.019681057,0.01722446,0.74227697,0.03209058,0.018658873,0.032835186,0.025541835,0.022228764,0.019952256,0.018196622,0.05131335
112312,B7007-E-T-P4S-DUL,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,b7007 e t p4s dul,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.013409476,0.01574692,0.7658231,0.023239365,0.011432395,0.016119901,0.022199612,0.015462544,0.009356655,0.011771677,0.09543833
3212515,6904ZZ C3 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6904zz c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019423463,0.0013557273,0.9685497,0.002456971,0.0022881478,0.0016068384,0.002011575,0.002152824,0.001325779,0.013523456,0.0027866042
4514472,6003ZZ RADIAL BALL BEARING-SHIELDED,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6003zz radial ball bearing shielded,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019427686,0.001356022,0.9687602,0.0023960515,0.0022886451,0.0021113183,0.0019343115,0.0022393193,0.0013260671,0.013526395,0.0021188604
5153676,7206CTYNSULP4 BRG,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7206ctynsulp4 brg,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.0025274563,0.001852988,0.9678092,0.0034020469,0.0030535634,0.0035339156,0.003508204,0.0028595044,0.002201121,0.0024229493,0.0068290406
7532287,608DDC3 BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,608ddc3 brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0019652026,0.0013764033,0.9799469,0.0025856881,0.0023807008,0.0018794023,0.0019051565,0.002178157,0.0012322771,0.0018369019,0.0027132495
18751778,NEUHAUSER 19712103-02-0 EJE NERVADO,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,OTHER PREC. BEARINGS,Motion,neuhauser 19712103 02 0 eje nervado,bearings,ball bearings,abec 3 9 precision,other prec bearings,Automation Mechanical,0.002314614,0.0017677498,0.97227085,0.003416854,0.0025860125,0.002626516,0.003015386,0.0025154904,0.0016150561,0.0019719282,0.0058995783
584372,G 1200 KRR BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,g 1200 krr brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0033235129,0.002722001,0.9590147,0.004534739,0.0033049565,0.004591612,0.005942078,0.0035466494,0.0027506195,0.0028036218,0.0074654594
1449929,MUC206-18 1-1/8 SET SCREW BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,muc206 18 1 1 8 set screw brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.011608698,0.00806458,0.85234934,0.015085827,0.014063106,0.022563145,0.022169037,0.012857067,0.009978785,0.010171068,0.02108934
7287679,S 6206 C TA A7 BEARING,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,s 6206 c ta a7 bearing,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.0087146675,0.006469154,0.87018204,0.0112462295,0.009736495,0.014323129,0.012676593,0.010255508,0.006080785,0.007650281,0.042665157
7408218,61804-2RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069134203,0.004825457,0.889852,0.007267381,0.008144236,0.0075132116,0.0070788045,0.0078116474,0.0047188634,0.04813422,0.0077407286
139123,61804 2RS1  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069149337,0.004826513,0.8900468,0.0072689718,0.008146019,0.007445109,0.0070803543,0.00766425,0.0047198967,0.048144754,0.007742423
51385,6202 2RSNRJEM (C3) BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6202 2rsnrjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.006901476,0.0062232995,0.8883146,0.007638385,0.008130166,0.00743062,0.007066575,0.007805774,0.004710711,0.04805106,0.007727355
58715,61902 2Z  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61902 2z brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.006920114,0.0048301294,0.89071363,0.007503987,0.008152122,0.006471893,0.007085659,0.0076699923,0.004723433,0.048180826,0.007748224
40080,38 KDD BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,38 kdd brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0019649165,0.0013762029,0.9798043,0.0027646967,0.0023803543,0.0017615422,0.0019048792,0.002310094,0.0012320977,0.0017881378,0.0027128546
3394045,6004DDU7C3EX28  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004ddu7c3ex28 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019417271,0.0017509225,0.9682409,0.0023328508,0.0022874183,0.0018159598,0.0019332747,0.0020666532,0.0013253563,0.013519144,0.002785716
141857,KW-20Z-1 FEMALE ROD END W/ ZERK,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,ROD ENDS,Motion,kw 20z 1 female rod end w zerk,bearings,ball bearings,other ball bearings,rod ends,Automation Mechanical,0.01299316,0.009286634,0.8419383,0.018045945,0.015740283,0.016246546,0.023090668,0.015604786,0.010051478,0.011406208,0.025595995
13793563,1621 2RS PRX,BEARINGS,BALL BEARINGS,FARM IMPLEMENT BEARINGS,FARM IMPLEMENT BEARINGS,Motion,1621 2rs prx,bearings,ball bearings,farm implement bearings,farm implement bearings,Automation Mechanical,0.0018445308,0.0013521361,0.9785422,0.0025734515,0.0022282307,0.002693154,0.0022494774,0.0022180139,0.0021259342,0.0017799565,0.0023928566
5672080,R20 ZZ BALL BEARING 1.25X2.25X0.5,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,r20 zz ball bearing 1 25x2 25x0 5,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.00044150054,0.00030922162,0.9944508,0.00061513484,0.00053484604,0.0005199566,0.0013146123,0.00050837465,0.00027684207,0.00040177963,0.00062689796
5533762,SG216ELPA BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,sg216elpa brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0007691674,0.0006703115,0.98828584,0.0010956799,0.00093179074,0.0011036965,0.003739045,0.0008691372,0.00066117255,0.0006739128,0.0012001909
584994,ER-19 BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,er 19 brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.00078123575,0.0005427254,0.9891572,0.00094936485,0.0010816382,0.0011210137,0.0027460058,0.00088277407,0.00067154673,0.00068448693,0.0013819733
39095,R 12 FF BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,r 12 ff brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.00043701997,0.00037479497,0.99462116,0.0006013815,0.00047352258,0.00041715015,0.0010656747,0.0005038151,0.00027403267,0.00040848862,0.00082300836
52335,6204 2RSNRJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6204 2rsnrjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0004707847,0.0004001126,0.99183404,0.00052105304,0.00063384365,0.0005068805,0.0008872493,0.0005324717,0.00032134165,0.0032778066,0.0006144331
10882416,"KWSE35-V1-G3 KUSE, 6-ROW LINEAR BALL BEA",BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,kwse35 v1 g3 kuse 6 row linear ball bea,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.00047078857,0.0003286029,0.99184227,0.00050802756,0.0006338489,0.0004931952,0.0009936927,0.00053173216,0.0003213443,0.0032778336,0.0005986407
40116,608-2RS-C3 BEARING,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,608 2rs c3 bearing,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0004481628,0.00031388763,0.9947395,0.0005663723,0.00062049134,0.00052780274,0.0008378962,0.0004867518,0.00028101978,0.00041890395,0.00075929123
6189845,3305-BD-XL-2HRS,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3305 bd xl 2hrs,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.00056909735,0.00041547976,0.9883505,0.00067719823,0.0008170187,0.00081388734,0.0011639557,0.0006572211,0.00036871937,0.004458223,0.0017086759
2291227,KWVE25LG3V1,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,kwve25lg3v1,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.00048260464,0.00043313467,0.9940754,0.00069143274,0.00066817686,0.0006053986,0.0009773715,0.000545369,0.0005241552,0.00042366053,0.0005732813
48861,6010 RSJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6010 rsjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0005223829,0.00044646618,0.98898673,0.0006748256,0.00055041246,0.00044414488,0.0030146902,0.0005789897,0.00035656066,0.0037356976,0.0006891438
135547,3213 A BRG,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3213 a brg,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.0005318781,0.000388307,0.9893197,0.0006595109,0.0007635852,0.0007817722,0.0010777401,0.00062689115,0.00034460492,0.0041666534,0.0013392995
45470,3213 A/C3 BRG,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3213 a c3 brg,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.0005318091,0.00038825662,0.98919135,0.0006769275,0.0007634862,0.0008836827,0.0011001402,0.0006145063,0.00034456025,0.0041661127,0.0013391258
2138147,6210-RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6210 rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.00048023937,0.00033519955,0.9917699,0.0006074788,0.00064657297,0.00046160058,0.0008800754,0.0005322793,0.00032779493,0.003434318,0.00052451814
6180468,3202-BD-XL-2HRS-TVH,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3202 bd xl 2hrs tvh,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.0022452862,0.001995949,0.95715326,0.0028719415,0.0028204264,0.0032110678,0.0024260762,0.0025933487,0.0014547256,0.017589232,0.0056387014
2137944,6010-RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6010 rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.007232229,0.0050479826,0.88356876,0.007804296,0.008519804,0.006149051,0.007405247,0.008172216,0.004936474,0.051719584,0.009444396
38465,Z99R4 BALL BEARING,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,z99r4 ball bearing,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.006450728,0.0045180093,0.93570393,0.0075199436,0.0061156913,0.007870397,0.007630848,0.007289159,0.004044917,0.0058703693,0.0069859973
38687,R6-ZZ BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,r6 zz brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0006405635,0.00044864265,0.9923826,0.00074673793,0.0006072943,0.00061143923,0.002140297,0.00072442135,0.0004016643,0.0005829336,0.0007134525
39225,R 16 FF BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,r 16 ff brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0004448362,0.00031155784,0.99503654,0.0005185685,0.00048199168,0.00042461103,0.0011051898,0.0005128791,0.00027893396,0.00041579435,0.00046909208
40116,608-2RS-C3 BEARING,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,608 2rs c3 bearing,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0004295702,0.00030086577,0.99475265,0.0005497321,0.00040725947,0.0005241095,0.0014198798,0.0004665583,0.00026936145,0.000401525,0.00047845053
47883,6004 RSJEM (C3)  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004 rsjem c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.00045126813,0.0003149781,0.99187917,0.0004931136,0.00041603646,0.00040929296,0.0014809691,0.00050016877,0.00030802016,0.003227137,0.0005197927
59271,7206-B-XL-TVP-UO,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7206 b xl tvp uo,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.00063334085,0.00046432976,0.99112064,0.0009054889,0.0005838943,0.0008855438,0.0024965373,0.0007020872,0.0005515667,0.00060715317,0.0010494613
61490,129 TN9  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,SELF-ALIGNING BALL BRGS,Motion,129 tn9 brg,bearings,ball bearings,other ball bearings,self aligning ball brgs,Automation Mechanical,0.00043760115,0.00029790067,0.9932406,0.00058805896,0.0004148733,0.00046027033,0.0025483407,0.00049471547,0.000297799,0.0003728129,0.0008469943
61885,W 210 PP2 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,w 210 pp2 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0025095034,0.0017515933,0.9585751,0.003074092,0.0023135787,0.0021766752,0.0054353634,0.0027814384,0.001712901,0.017472247,0.0021974323
101518,KP 20 A FS428  (BACB10BX20) ACFT BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,kp 20 a fs428 bacb10bx20 acft brg,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.00044475368,0.0003991637,0.9943739,0.00059767073,0.00042165435,0.0005579168,0.001422785,0.000493204,0.00048304544,0.0003904326,0.00041540668
129081,2203 E2RS1TN9  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,SELF-ALIGNING BALL BRGS,Motion,2203 e2rs1tn9 brg,bearings,ball bearings,other ball bearings,self aligning ball brgs,Automation Mechanical,0.00043763284,0.0003627585,0.99331254,0.00061919424,0.00041490336,0.00052037585,0.0023419682,0.0004845256,0.0003079233,0.00037283995,0.0008252779
139123,61804 2RS1  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.00044265972,0.00030896944,0.99226004,0.00052822987,0.00040810014,0.00047659918,0.0013130924,0.00049062754,0.0003021445,0.0030819885,0.00038761247
144097,SS6003-2RS  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,ss6003 2rs brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.00045128597,0.00040694018,0.9919184,0.00048038317,0.0004160529,0.0004904384,0.0014810276,0.00049978035,0.00030803232,0.0031420481,0.00040559418
1324039,T100-1  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL THRUST BEARINGS,Motion,t100 1 brg,bearings,ball bearings,other ball bearings,ball thrust bearings,Automation Mechanical,0.00044132874,0.0003004383,0.9946636,0.0005144797,0.00041840732,0.00043915835,0.0014801868,0.0004891523,0.00028612194,0.00037598866,0.0005911181
1449929,MUC206-18 1-1/8 SET SCREW BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,muc206 18 1 1 8 set screw brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.00074798445,0.00051962584,0.9880597,0.0009843037,0.0007091361,0.0015061232,0.004436831,0.00082842034,0.0006647752,0.0006553532,0.0008877158
1509013,UC204 20MM SET SCREW BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,uc204 20mm set screw brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0007749783,0.00054965616,0.9888676,0.001019826,0.00073472795,0.0015919427,0.0033318389,0.00084190315,0.00068876613,0.00067900406,0.0009197523
1706542,99R16-DV2 RADIAL BALL BEARING,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,99r16 dv2 radial ball bearing,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0004295909,0.00030088023,0.99480057,0.0005007963,0.0004072791,0.0005241348,0.0013936678,0.00049514626,0.0002785122,0.00039094148,0.00047847355
2084872,KH211-32 2 ECCENTRIC COLLAR BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,kh211 32 2 eccentric collar brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0007482312,0.0005197973,0.9883857,0.0009207413,0.00070937,0.001257446,0.0044382946,0.0008118968,0.0006649945,0.00065556937,0.0008880086
2297003,628/4 2Z  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,628 4 2z brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0017522469,0.0012230403,0.9723743,0.002295404,0.0016154443,0.0018865945,0.0020230007,0.0019421249,0.0011960242,0.0121999,0.0014919011
3069098,6206 2RS1 C3 GJN HIGH TEMPERATURE,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,6206 2rs1 c3 gjn high temperature,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.0017189052,0.0015427067,0.98130304,0.0024320302,0.0016296298,0.0023001987,0.0020854427,0.0019433838,0.0019302273,0.0015089625,0.0016054751
5533762,SG216ELPA BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,sg216elpa brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0028954588,0.0025233238,0.96565384,0.004096702,0.002745075,0.0041547623,0.006119287,0.0032717858,0.0025733532,0.002536882,0.0034294727
6180468,3202-BD-XL-2HRS-TVH,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3202 bd xl 2hrs tvh,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.001967467,0.0017489805,0.9639478,0.0024995713,0.0018859226,0.0028137479,0.0024194778,0.002272462,0.0012747259,0.015412841,0.0037569897
6189872,3202-BD-XL,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3202 bd xl,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.00196817,0.0014368973,0.9642923,0.0025004647,0.0018865967,0.0028147534,0.0024203425,0.0022286524,0.0012751815,0.01541835,0.0037583325
6869027,6004-RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004 rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0017515647,0.0012225641,0.9719957,0.0021456322,0.0016148154,0.0019035261,0.002222883,0.0019011714,0.0011955586,0.012525899,0.0015206106
6869818,"AP25P-04-F2-QD DIG. AIR P.S. SW 1/8"" NPT",BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,ap25p 04 f2 qd dig air p s sw 1 8 npt,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.0071402993,0.0067346147,0.86795443,0.0080526685,0.0068443567,0.010872673,0.010543681,0.007922907,0.0046262126,0.05593601,0.013372162
6970136,NMR7 ROD END,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,ROD ENDS,Motion,nmr7 rod end,bearings,ball bearings,other ball bearings,rod ends,Automation Mechanical,0.03256039,0.023271965,0.6137467,0.041739736,0.030869292,0.04103907,0.07060763,0.040736847,0.025188629,0.028583549,0.051656194
6970305,NFR7 ROD END,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,ROD ENDS,Motion,nfr7 rod end,bearings,ball bearings,other ball bearings,rod ends,Automation Mechanical,0.032605093,0.023303913,0.6145893,0.03908507,0.030911671,0.04223607,0.070704564,0.039975233,0.025223209,0.02862279,0.052743085
7408218,61804-2RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0065234504,0.004553266,0.8981532,0.006944057,0.00601415,0.007089409,0.007925448,0.0073710135,0.0044526854,0.0454191,0.0055542076
10882416,"KWSE35-V1-G3 KUSE, 6-ROW LINEAR BALL BEA",BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,kwse35 v1 g3 kuse 6 row linear ball bea,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0065177376,0.004549279,0.8973667,0.0071221185,0.0060088835,0.006827945,0.008868418,0.007361459,0.0044487864,0.04537933,0.005549344
